StateName,StateAbbrev,DataLevel,Charter,SchoolName,SchoolType,NCESSchoolID,DistrictName,DistrictType,NCESDistrictID,County,TimePeriodInterval,TimePeriodStart,TimePeriodEnd,NewCasesCombined,NewCasesStudents,NewCasesStaff,NewCasesUnknown,TwoWeekPeriodStaffStudentCasesCombined,TwoWeekPeriodCasesStudents,TwoWeekPeriodCasesStaff,CumulativeCasesCombined,CumulativeCasesStudents,CumulativeCasesStaff,CumulativeCasesUnknown,ActiveCasesStaff,ActiveCasesStudents,ActiveCasesUnknown,ActiveCasesCombined,NCESSchoolID1,NCESSchoolID2,NCESSchoolID3
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,10/01/20,10/07/20,,,,,,,,2,2,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,10/08/20,10/14/20,,,,,,,,2,2,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,10/15/20,10/21/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,10/22/20,10/28/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,10/29/20,11/04/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,11/12/20,11/18/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,11/19/20,11/25/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,11/26/20,12/02/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,12/10/20,12/16/20,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/07/21,01/13/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/14/21,01/20/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/21/21,01/27/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/28/21,02/03/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,02/11/21,02/17/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,02/18/21,02/24/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/04/21,03/10/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/11/21,03/17/21,,,,,,,,3,3,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/18/21,03/24/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/25/21,03/31/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/01/21,04/07/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/08/21,04/14/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/22/21,04/28/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/29/21,05/05/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,05/13/21,05/19/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,Yes,Academy For Career Education (ACE),Regular school,320048000562,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,05/27/21,06/02/21,,,,,,,,4,4,0,,,,,,320048000562.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,11/12/20,11/18/20,,,,,,,,1,0,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,11/19/20,11/25/20,,,,,,,,3,2,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,11/26/20,12/02/20,,,,,,,,3,2,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,12/10/20,12/16/20,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/07/21,01/13/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/14/21,01/20/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/21/21,01/27/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,01/28/21,02/03/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,02/11/21,02/17/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,02/18/21,02/24/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/04/21,03/10/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/11/21,03/17/21,,,,,,,,4,3,1,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/18/21,03/24/21,,,,,,,,5,3,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,03/25/21,03/31/21,,,,,,,,6,4,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/01/21,04/07/21,,,,,,,,6,4,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/08/21,04/14/21,,,,,,,,6,4,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/22/21,04/28/21,,,,,,,,7,5,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,04/29/21,05/05/21,,,,,,,,8,6,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,05/13/21,05/19/21,,,,,,,,8,6,2,,,,,,320048000664.0,,
Nevada,NV,School,No,"Academy of Arts, Careers & Technology (AACT)",Regular school,320048000664,WASHOE COUNTY SCHOOL DISTRICT,Regular local school district,3200480,,Weekly,05/27/21,06/02/21,,,,,,,,8,6,2,,,,,,320048000664.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,11/12/20,11/18/20,,,,,,,,5,4,1,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,11/19/20,11/25/20,,,,,,,,7,4,3,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,11/26/20,12/02/20,,,,,,,,11,5,6,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,12/10/20,12/16/20,,,,,,,,21,12,9,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,01/14/21,01/20/21,,,,,,,,28,18,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,01/21/21,01/27/21,,,,,,,,28,18,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,01/28/21,02/03/21,,,,,,,,29,19,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,02/04/21,02/10/21,,,,,,,,29,19,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,02/11/21,02/17/21,,,,,,,,30,20,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,02/18/21,02/24/21,,,,,,,,30,20,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,02/25/21,03/03/21,,,,,,,,32,22,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/04/21,03/10/21,,,,,,,,32,22,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/04/21,03/10/21,,,,,,,,3,3,0,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/11/21,03/17/21,,,,,,,,32,22,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/11/21,03/17/21,,,,,,,,3,3,0,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/18/21,03/24/21,,,,,,,,33,23,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/18/21,03/24/21,,,,,,,,3,3,0,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,03/25/21,03/31/21,,,,,,,,4,4,0,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,04/08/21,04/14/21,,,,,,,,36,26,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,04/22/21,04/28/21,,,,,,,,36,26,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,04/29/21,05/05/21,,,,,,,,38,28,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,05/06/21,05/12/21,,,,,,,,41,31,10,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,05/13/21,05/19/21,,,,,,,,43,32,11,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,05/20/21,05/26/21,,,,,,,,48,36,12,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,05/27/21,06/02/21,,,,,,,,49,37,12,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,06/03/21,06/09/21,,,,,,,,49,37,12,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,06/10/21,06/16/21,,,,,,,,50,38,12,,,,,,320012000326.0,,
Nevada,NV,School,No,Adobe Middle School,Regular school,320012000326,ELKO COUNTY SCHOOL DISTRICT,Regular local school district,3200120,,Weekly,06/24/21,06/30/21,,,,,,,,50,38,12,,,,,,320012000326.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/07/21,01/13/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/14/21,01/20/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/21/21,01/27/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/28/21,02/03/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/04/21,02/10/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/11/21,02/17/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/18/21,02/24/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/25/21,03/03/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,03/04/21,03/10/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,03/11/21,03/17/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,03/25/21,03/31/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/01/21,04/07/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/08/21,04/14/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/15/21,04/21/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/22/21,04/28/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/29/21,05/05/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,05/06/21,05/12/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,05/13/21,05/19/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,05/20/21,05/26/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,05/27/21,06/02/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,06/03/21,06/09/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,06/10/21,06/16/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,06/17/21,06/23/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Advanced Technologies Academy HS,Regular school,320006000419,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,06/24/21,06/30/21,,,,,,,,1,0,1,,,,,,320006000419.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,10/29/20,11/04/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,11/05/20,11/11/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,11/12/20,11/18/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,11/19/20,11/25/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,11/26/20,12/02/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,12/03/20,12/09/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,12/17/20,12/23/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,12/24/20,12/30/20,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,12/31/20,01/06/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/07/21,01/13/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/14/21,01/20/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/21/21,01/27/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,01/28/21,02/03/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/04/21,02/10/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/11/21,02/17/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/18/21,02/24/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,02/25/21,03/03/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,03/04/21,03/10/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,03/11/21,03/17/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,03/25/21,03/31/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/01/21,04/07/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
Nevada,NV,School,No,Aggie Roberts Elementary School,Regular school,320006000436,CLARK COUNTY SCHOOL DISTRICT,Regular local school district,3200060,,Weekly,04/08/21,04/14/21,,,,,,,,1,0,1,,,,,,320006000436.0,,
